MTFCC,OID,RTTYP,SUFQUAL,SUFQUALABRV,SUFTYP,SUFTYPEABRV,BASENAME,NAME
R1011,110496584758,M,,,505,RR,Abandoned,Abandoned RR
R1011,110702912021,M,,,505,RR,Abandoned,Abandoned RR
R1011,110425922699,M,,,505,RR,Abandoned,Abandoned RR
R1011,110702912022,M,,,505,RR,Abandoned,Abandoned RR
R1011,110702912020,M,,,505,RR,Abandoned,Abandoned RR
R1011,110449404338,M,,,307,Grade,Abandoned Railroad,Abandoned Railroad Grade
R1011,110169260065,M,,,307,Grade,Abandoned Railroad,Abandoned Railroad Grade
R1011,110783342778,M,,,505,RR,Adironack,Adironack RR
R1011,110990936732,M,,,505,RR,Adirondack,Adirondack RR
R1011,110990936731,M,,,505,RR,Adirondack,Adirondack RR
R1011,110783343284,M,,,505,RR,Adirondack,Adirondack RR
R1011,110990936733,M,,,505,RR,Adirondack,Adirondack RR
R1011,110789137245,,,,,,Adrc Ml,Adrc Ml
R1011,110783344436,,,,,,Adrc Ml,Adrc Ml
R1011,110783344435,,,,,,Adrc Ml,Adrc Ml
R1011,110789137243,,,,,,Adrc Ml,Adrc Ml
R1011,110789281270,,,,505,RR,Albany Port,Albany Port RR
R1011,110789281271,,,,505,RR,Albany Port,Albany Port RR
R1011,110789281272,,,,505,RR,Albany Port,Albany Port RR
R1011,110789281273,,,,505,RR,Albany Port,Albany Port RR
R1011,110789281278,,,,505,RR,Albany Port,Albany Port RR
R1011,110789281275,,,,505,RR,Albany Port,Albany Port RR
R1011,110789281276,,,,505,RR,Albany Port,Albany Port RR
R1011,110789281277,,,,505,RR,Albany Port,Albany Port RR
R1011,110789281274,,,,505,RR,Albany Port,Albany Port RR
R1011,1104755461386,,,,,,Amktrak,Amktrak
R1011,1104755460533,,,,,,Amtrak,Amtrak
R1011,1104745391316,,,,,,Amtrak,Amtrak
R1011,11015922199352,M,,,505,RR,Amtrak,Amtrak RR
R1011,11015922199355,M,,,505,RR,Amtrak,Amtrak RR
R1011,11015922199356,M,,,505,RR,Amtrak,Amtrak RR
R1011,11015922199357,M,,,505,RR,Amtrak,Amtrak RR
R1011,11017129532712,M,,,505,RR,Amtrak,Amtrak RR
R1011,11017129532713,M,,,505,RR,Amtrak,Amtrak RR
R1011,11026263613184,M,,,505,RR,Amtrak,Amtrak RR
R1011,11026263613185,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525074,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525075,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525077,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525078,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525079,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525080,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525081,M,,,505,RR,Amtrak,Amtrak RR
R1011,110789255608,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525085,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525091,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525092,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525094,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525098,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525099,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525100,M,,,505,RR,Amtrak,Amtrak RR
R1011,110425920435,M,,,505,RR,Amtrak,Amtrak RR
R1011,110425920436,M,,,505,RR,Amtrak,Amtrak RR
R1011,110425920438,M,,,505,RR,Amtrak,Amtrak RR
R1011,110425920439,M,,,505,RR,Amtrak,Amtrak RR
R1011,110425920440,M,,,505,RR,Amtrak,Amtrak RR
R1011,110425920441,M,,,505,RR,Amtrak,Amtrak RR
R1011,110460980934,M,,,505,RR,Amtrak,Amtrak RR
R1011,110460980935,M,,,505,RR,Amtrak,Amtrak RR
R1011,110460980939,M,,,505,RR,Amtrak,Amtrak RR
R1011,110460980943,M,,,505,RR,Amtrak,Amtrak RR
R1011,110460980944,M,,,505,RR,Amtrak,Amtrak RR
R1011,110460980945,M,,,505,RR,Amtrak,Amtrak RR
R1011,110460980946,M,,,505,RR,Amtrak,Amtrak RR
R1011,1107052293061,,,,505,RR,Amtrak,Amtrak RR
R1011,1107052293057,,,,505,RR,Amtrak,Amtrak RR
R1011,1104999083746,M,,,505,RR,Amtrak,Amtrak RR
R1011,110391525082,M,,,505,RR,Amtrak,Amtrak RR
R1011,1102216814745,,,,,,Ara Ml,Ara Ml
R1011,1102216814746,,,,,,Ara Ml,Ara Ml
R1011,1102169875453,,,,,,Ara Ml,Ara Ml
R1011,1102169875892,,,,,,Ara Ml,Ara Ml
R1011,1102169876762,,,,,,Ara Ml,Ara Ml
R1011,1102216814743,,,,,,Ara Ml,Ara Ml
R1011,1102216814744,,,,,,Ara Ml,Ara Ml
R1011,1102633148316,,,,505,RR,Arcade and Attica,Arcade and Attica RR
R1011,110170655720,M,,,505,RR,Arcade and Attica,Arcade and Attica RR
R1011,110170655721,M,,,505,RR,Arcade and Attica,Arcade and Attica RR
R1011,110170655722,M,,,505,RR,Arcade and Attica,Arcade and Attica RR
R1011,110170655723,M,,,505,RR,Arcade and Attica,Arcade and Attica RR
R1011,110170655724,M,,,505,RR,Arcade and Attica,Arcade and Attica RR
R1011,110170655725,M,,,505,RR,Arcade and Attica,Arcade and Attica RR
R1011,110170655726,M,,,505,RR,Arcade and Attica,Arcade and Attica RR
R1011,110169064045,M,,,,,Auburn Trl,Auburn Trl
R1011,110742561410,,,,,,Baldwinsville Nmpc,Baldwinsville Nmpc
R1011,1101476262050,,,,,,Baldwinsville Subdivision,Baldwinsville Subdivision
R1011,1101476262051,,,,,,Baldwinsville Subdivision,Baldwinsville Subdivision
R1011,11012813252277,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,11031982999233,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110170655736,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110170655737,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077604,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077605,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077607,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077608,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077609,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077610,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077611,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077612,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077613,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077614,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077615,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077616,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077617,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077618,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404501,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077620,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077621,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077622,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077623,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077624,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077625,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077626,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077627,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077628,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077629,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077631,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,1103730577739,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,1103730577738,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471168923,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169077619,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404489,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404490,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404491,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404492,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404493,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404494,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404495,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404496,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404497,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404498,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404499,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110471404500,M,,,505,RR,Baltimore and Ohio,Baltimore and Ohio RR
R1011,110169085906,M,,,505,RR,Baltimore and Onio,Baltimore and Onio RR
R1011,110471404771,,,,,,Batavia It,Batavia It
R1011,110471404772,,,,,,Batavia It,Batavia It
R1011,110471404773,,,,,,Batavia It,Batavia It
R1011,110471404774,,,,,,Batavia It,Batavia It
R1011,110471404775,,,,,,Batavia It,Batavia It
R1011,110471404767,,,,,,Batavia It,Batavia It
R1011,110471404768,,,,,,Batavia It,Batavia It
R1011,110471404769,,,,,,Batavia It,Batavia It
R1011,110471404770,,,,,,Batavia It,Batavia It
R1011,110471404812,,,,672,Yard,Batavia,Batavia Yard
R1011,110471404813,,,,672,Yard,Batavia,Batavia Yard
R1011,110471404814,,,,672,Yard,Batavia,Batavia Yard
R1011,110169271805,M,,,505,RR,Bath and Hammondsport,Bath and Hammondsport RR
R1011,110169271808,M,,,505,RR,Bath and Hammondsport,Bath and Hammondsport RR
R1011,110169271806,M,,,505,RR,Bath and Hammondsport,Bath and Hammondsport RR
R1011,1107080676823,M,,,505,RR,Bath and Hammondsport,Bath and Hammondsport RR
R1011,1107080676821,M,,,505,RR,Bath and Hammondsport,Bath and Hammondsport RR
R1011,110169271807,M,,,505,RR,Bath and Hammondsport,Bath and Hammondsport RR
R1011,1107079883706,M,,,505,RR,Batten Kill,Batten Kill RR
R1011,110795936318,M,,,505,RR,Batten Kill,Batten Kill RR
R1011,1107079883702,M,,,505,RR,Batten Kill,Batten Kill RR
R1011,1107079883704,M,,,505,RR,Batten Kill,Batten Kill RR
R1011,110795936317,M,,,505,RR,Batten Kill,Batten Kill RR
R1011,110795936316,M,,,505,RR,Batten Kill,Batten Kill RR
R1011,110795936315,M,,,505,RR,Batten Kill,Batten Kill RR
R1011,110783344410,,,,,,Big Moose Railroad Yard (Station),Big Moose Railroad Yard (Station)
R1011,110695013600,,,,572,Spur,Blue Seal,Blue Seal Spur
R1011,110695013599,,,,572,Spur,Blue Seal,Blue Seal Spur
R1011,110449033727,,,,,,Boston Ml,Boston Ml
R1011,110449033728,,,,,,Boston Ml,Boston Ml
R1011,110785969177,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110785969176,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110785969175,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110785969174,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110785969173,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110794267679,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110794267669,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110794267668,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805874,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805875,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805873,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805870,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805868,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805867,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805866,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805864,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805863,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805862,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805861,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110448805860,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,11025366088401,M,,,505,RR,Boston and Maine,Boston and Maine RR
R1011,110496588053,,,,,,Bprr Ml,Bprr Ml
R1011,110496588057,,,,,,Bprr Ml,Bprr Ml
R1011,110496588055,,,,,,Bprr Ml,Bprr Ml
R1011,110496588052,,,,,,Bprr Ml,Bprr Ml
R1011,110496588051,,,,,,Bprr Ml,Bprr Ml
R1011,1102749395726,,,,146,Br,Bridge,Bridge Br
R1011,1102151781385,,,,146,Br,Bridge,Bridge Br
R1011,1102604105759,,,,146,Br,Bridge,Bridge Br
R1011,110496588026,,,,,,Bsor Ml,Bsor Ml
R1011,110496588025,,,,,,Bsor Ml,Bsor Ml
R1011,110496588024,,,,,,Bsor Ml,Bsor Ml
R1011,110496587309,,,,,,Buffalo Pittsburgh,Buffalo Pittsburgh
R1011,110789281137,,,,,,Bull Run Connection,Bull Run Connection
R1011,11017927511353,,,,572,Spur,Cabbage Island,Cabbage Island Spur
R1011,1102154920342,,,,,,Canadaigua Sec,Canadaigua Sec
R1011,1102724818868,,,,,,Canadaigua Sec,Canadaigua Sec
R1011,1102215214537,,,,,,Canadaigua Sec,Canadaigua Sec
R1011,1102154926242,,,,,,Canadaigua Sec,Canadaigua Sec
R1011,1102215214531,,,,,,Canadaigua Sec,Canadaigua Sec
R1011,1102215214534,,,,,,Canadaigua Sec,Canadaigua Sec
R1011,1102154919040,,,,,,Canadaigua Sec,Canadaigua Sec
R1011,1102154925660,,,,,,Canadaigua Sec,Canadaigua Sec
R1011,110449406098,,,,,,Canadian Ml,Canadian Ml
R1011,110449406101,,,,,,Canadian Ml,Canadian Ml
R1011,110449406097,,,,,,Canadian Ml,Canadian Ml
R1011,110449406096,,,,,,Canadian Ml,Canadian Ml
R1011,110449406092,,,,,,Canadian Ml,Canadian Ml
R1011,110449406091,,,,,,Canadian Ml,Canadian Ml
R1011,110795937340,,,,,,Canadian Ml,Canadian Ml
R1011,110795937335,,,,,,Canadian Ml,Canadian Ml
R1011,110795937336,,,,,,Canadian Ml,Canadian Ml
R1011,110795937337,,,,,,Canadian Ml,Canadian Ml
R1011,110795937338,,,,,,Canadian Ml,Canadian Ml
R1011,110795937339,,,,,,Canadian Ml,Canadian Ml
R1011,110763326326,,,,506,Rlwy,Canadian National,Canadian National Rlwy
R1011,110789134236,,,,506,Rlwy,Canadian National,Canadian National Rlwy
R1011,110789134235,,,,506,Rlwy,Canadian National,Canadian National Rlwy
R1011,110782042208,,,,,,Canadian Pacific,Canadian Pacific
R1011,110782042209,,,,506,Rlwy,Canadian Pacific,Canadian Pacific Rlwy
R1011,110782042211,,,,506,Rlwy,Canadian Pacific,Canadian Pacific Rlwy
R1011,110782042210,,,,506,Rlwy,Canadian Pacific,Canadian Pacific Rlwy
R1011,110795937398,,,,,,Central Ml,Central Ml
R1011,110795937399,,,,,,Central Ml,Central Ml
R1011,110795937400,,,,,,Central Ml,Central Ml
R1011,110795937404,,,,,,Central Ml,Central Ml
R1011,110795937402,,,,,,Central Ml,Central Ml
R1011,110795937403,,,,,,Central Ml,Central Ml
R1011,110795937401,,,,,,Central Ml,Central Ml
R1011,110496587345,,,,506,Rlwy,Chesapeake and Ohio,Chesapeake and Ohio Rlwy
R1011,110496587341,,,,506,Rlwy,Chesapeake and Ohio,Chesapeake and Ohio Rlwy
R1011,110496587344,,,,506,Rlwy,Chesapeake and Ohio,Chesapeake and Ohio Rlwy
R1011,110496587346,,,,506,Rlwy,Chesapeake and Ohio,Chesapeake and Ohio Rlwy
R1011,1102164387145,,,,374,Line,Chicago,Chicago Line
R1011,110786533442,,,,,,Church Lane,Church Lane
R1011,110795937108,,,,506,Rlwy,Clarendon and Pittsford,Clarendon and Pittsford Rlwy
R1011,110795937112,,,,506,Rlwy,Clarendon and Pittsford,Clarendon and Pittsford Rlwy
R1011,110795937111,,,,506,Rlwy,Clarendon and Pittsford,Clarendon and Pittsford Rlwy
R1011,110795937110,,,,506,Rlwy,Clarendon and Pittsford,Clarendon and Pittsford Rlwy
R1011,110795937109,,,,506,Rlwy,Clarendon and Pittsford,Clarendon and Pittsford Rlwy
R1011,110449033683,,,,,,Claverack It,Claverack It
R1011,110449033682,,,,,,Claverack It,Claverack It
R1011,110449033681,,,,,,Claverack It,Claverack It
R1011,110449033680,,,,,,Claverack It,Claverack It
R1011,110449033679,,,,,,Claverack It,Claverack It
R1011,110449033684,,,,,,Claverack It,Claverack It
R1011,110449033678,,,,,,Claverack It,Claverack It
R1011,110789280909,,,,,,Colonie Main,Colonie Main
R1011,110789280905,,,,,,Colonie Main,Colonie Main
R1011,110789280903,,,,,,Colonie Main,Colonie Main
R1011,110789280920,,,,,,Colonie Main,Colonie Main
R1011,110789280919,,,,,,Colonie Main,Colonie Main
R1011,110793840246,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840247,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840248,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840249,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840250,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840251,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840245,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840244,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840243,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840242,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840241,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840252,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840253,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840219,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840220,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840221,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840222,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840223,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840224,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840225,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840226,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840227,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840228,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840230,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840231,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840238,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840239,,,,673,Yards,Conklin,Conklin Yards
R1011,110793840240,,,,673,Yards,Conklin,Conklin Yards
R1011,110702917225,,,,505,RR,Conn,Conn RR
R1011,1107293017242,M,,,505,RR,Conrail,Conrail RR
R1011,1107293017243,M,,,505,RR,Conrail,Conrail RR
R1011,1107293017244,M,,,505,RR,Conrail,Conrail RR
R1011,1108311053811,M,,,505,RR,Conrail,Conrail RR
R1011,1108311053812,M,,,505,RR,Conrail,Conrail RR
R1011,1108311086202,M,,,505,RR,Conrail,Conrail RR
R1011,1107080823374,,,,505,RR,Conrail,Conrail RR
R1011,1107080823469,,,,505,RR,Conrail,Conrail RR
R1011,1107080826832,,,,505,RR,Conrail,Conrail RR
R1011,1107079433478,,,,505,RR,Conrail,Conrail RR
R1011,1107079887740,M,,,505,RR,Conrail,Conrail RR
R1011,1107079887741,M,,,505,RR,Conrail,Conrail RR
R1011,1107079887785,M,,,505,RR,Conrail,Conrail RR
R1011,1107079887808,M,,,505,RR,Conrail,Conrail RR
R1011,11010887028305,M,,,505,RR,Conrail,Conrail RR
R1011,11010910241745,M,,,505,RR,Conrail,Conrail RR
R1011,11010910241746,M,,,505,RR,Conrail,Conrail RR
R1011,1109094731959,M,,,505,RR,Conrail,Conrail RR
R1011,11012815109802,M,,,505,RR,Conrail,Conrail RR
R1011,11012815109838,M,,,505,RR,Conrail,Conrail RR
R1011,11012815111112,M,,,505,RR,Conrail,Conrail RR
R1011,11012815111213,M,,,505,RR,Conrail,Conrail RR
R1011,11010910241763,M,,,505,RR,Conrail,Conrail RR
R1011,11010910244742,M,,,505,RR,Conrail,Conrail RR
R1011,11015902092901,M,,,505,RR,Conrail,Conrail RR
R1011,11015902093594,M,,,505,RR,Conrail,Conrail RR
R1011,11015921949817,M,,,505,RR,Conrail,Conrail RR
R1011,11015921949841,M,,,505,RR,Conrail,Conrail RR
R1011,11015780193924,M,,,505,RR,Conrail,Conrail RR
R1011,11015780194035,M,,,505,RR,Conrail,Conrail RR
R1011,11015922229378,M,,,505,RR,Conrail,Conrail RR
R1011,11015922146310,M,,,505,RR,Conrail,Conrail RR
R1011,11015800702086,M,,,505,RR,Conrail,Conrail RR
R1011,11015482441065,M,,,505,RR,Conrail,Conrail RR
R1011,11012815112569,M,,,505,RR,Conrail,Conrail RR
R1011,11013552359712,,,,505,RR,Conrail,Conrail RR
R1011,11012815113397,M,,,505,RR,Conrail,Conrail RR
R1011,11012815113637,M,,,505,RR,Conrail,Conrail RR
R1011,11019626077557,M,,,505,RR,Conrail,Conrail RR
R1011,11025366088276,M,,,505,RR,Conrail,Conrail RR
R1011,11025366088277,M,,,505,RR,Conrail,Conrail RR
R1011,11026263613164,M,,,505,RR,Conrail,Conrail RR
R1011,11026263613165,M,,,505,RR,Conrail,Conrail RR
R1011,11025366088291,M,,,505,RR,Conrail,Conrail RR
R1011,11021366306146,M,,,505,RR,Conrail,Conrail RR
R1011,11021366306147,M,,,505,RR,Conrail,Conrail RR
R1011,11021366306148,M,,,505,RR,Conrail,Conrail RR
R1011,11021366306149,M,,,505,RR,Conrail,Conrail RR
R1011,11021366306150,M,,,505,RR,Conrail,Conrail RR
R1011,11021366306151,M,,,505,RR,Conrail,Conrail RR
R1011,11021366306152,M,,,505,RR,Conrail,Conrail RR
R1011,11021366306153,M,,,505,RR,Conrail,Conrail RR
R1011,1102817908348,M,,,505,RR,Conrail,Conrail RR
R1011,1103764412559,M,,,505,RR,Conrail,Conrail RR
R1011,1103026251275,M,,,505,RR,Conrail,Conrail RR
R1011,1103717181779,M,,,505,RR,Conrail,Conrail RR
R1011,1103090694520,M,,,505,RR,Conrail,Conrail RR
R1011,1103690277613,M,,,505,RR,Conrail,Conrail RR
R1011,1103690277614,M,,,505,RR,Conrail,Conrail RR
R1011,1103690277615,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752931,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752941,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752951,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752954,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752955,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752961,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752962,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752963,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752965,M,,,505,RR,Conrail,Conrail RR
R1011,1105600752969,M,,,505,RR,Conrail,Conrail RR
R1011,1105577273805,M,,,505,RR,Conrail,Conrail RR
R1011,1105577273806,M,,,505,RR,Conrail,Conrail RR
R1011,1105577273810,M,,,505,RR,Conrail,Conrail RR
R1011,1105577273811,M,,,505,RR,Conrail,Conrail RR
R1011,1105577273812,M,,,505,RR,Conrail,Conrail RR
R1011,1105590183716,M,,,505,RR,Conrail,Conrail RR
R1011,1105593984762,M,,,505,RR,Conrail,Conrail RR
R1011,1105593986600,M,,,505,RR,Conrail,Conrail RR
R1011,1107052292370,,,,505,RR,Conrail,Conrail RR
R1011,1107052292373,,,,505,RR,Conrail,Conrail RR
R1011,1107052292859,,,,505,RR,Conrail,Conrail RR
R1011,1106087299206,M,,,505,RR,Conrail,Conrail RR
R1011,1106087299208,M,,,505,RR,Conrail,Conrail RR
R1011,1106087299210,M,,,505,RR,Conrail,Conrail RR
R1011,1106087299211,M,,,505,RR,Conrail,Conrail RR
R1011,1106087299214,M,,,505,RR,Conrail,Conrail RR
R1011,1106087299218,M,,,505,RR,Conrail,Conrail RR
R1011,1106087299220,M,,,505,RR,Conrail,Conrail RR
R1011,1106080979183,M,,,505,RR,Conrail,Conrail RR
R1011,1106087298438,M,,,505,RR,Conrail,Conrail RR
R1011,1107277138602,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249487,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249488,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249495,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249496,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249498,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249500,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249501,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249502,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249503,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249504,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249505,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249506,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249507,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249508,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249509,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249510,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249511,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249512,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249513,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249514,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249515,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249516,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249517,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249518,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249519,M,,,505,RR,Conrail,Conrail RR
R1011,1101476249520,M,,,505,RR,Conrail,Conrail RR
R1011,1102228216778,M,,,505,RR,Conrail,Conrail RR
R1011,1102228216800,M,,,505,RR,Conrail,Conrail RR
R1011,1102228809889,M,,,505,RR,Conrail,Conrail RR
R1011,1102228809902,M,,,505,RR,Conrail,Conrail RR
R1011,1102216838969,M,,,505,RR,Conrail,Conrail RR
R1011,1102269732999,M,,,505,RR,Conrail,Conrail RR
R1011,1102269733000,M,,,505,RR,Conrail,Conrail RR
R1011,1102269733001,M,,,505,RR,Conrail,Conrail RR
R1011,1102217795468,M,,,505,RR,Conrail,Conrail RR
R1011,1102328940874,M,,,505,RR,Conrail,Conrail RR
R1011,1102215222269,M,,,505,RR,Conrail,Conrail RR
R1011,1102215222270,M,,,505,RR,Conrail,Conrail RR
R1011,1102215222271,M,,,505,RR,Conrail,Conrail RR
R1011,1102215222272,M,,,505,RR,Conrail,Conrail RR
R1011,1102215222273,M,,,505,RR,Conrail,Conrail RR
R1011,110990930500,M,,,505,RR,Conrail,Conrail RR
